gene	p	CHR	POS
ENSSSAG00000087528	5.57E-15	ssa22	60186117
ENSSSAG00000101220	0.000151811	ssa22	60324929
ENSSSAG00000008746	1.62E-08	ssa22	60584723
ENSSSAG00000100060	1.47E-06	ssa22	60584802
ENSSSAG00000061498	1.76E-105	ssa22	60629999
ENSSSAG00000083877	2.64E-05	ssa22	60822930
ENSSSAG00000067084	3.31E-07	ssa22	61294664
ENSSSAG00000089009	0.0111337	ssa22	61294664
ENSSSAG00000109067	1.81E-43	ssa22	61326937
ENSSSAG00000008818	0.025482	ssa22	61327793
ENSSSAG00000105431	5.35E-13	ssa22	61329402
ENSSSAG00000067209	2.53E-05	ssa22	62077665
ENSSSAG00000084872	0.000499292	ssa22	62077665
ENSSSAG00000028619	2.44E-06	ssa22	63385257
ENSSSAG00000121382	4.03E-05	ssa22	63506514
ENSSSAG00000015667	0.00758711	ssa22	63742132
ENSSSAG00000061870	0.00156114	ssa23	645122
ENSSSAG00000102493	0.000460683	ssa23	1716268
ENSSSAG00000001001	0.000127803	ssa23	2533794
ENSSSAG00000119028	0.000173048	ssa23	2634896
ENSSSAG00000072774	6.88E-06	ssa23	2696770
ENSSSAG00000074980	1.48E-10	ssa23	2723520
ENSSSAG00000088612	2.12E-08	ssa23	3011042
ENSSSAG00000072436	0.000222694	ssa23	3122245
ENSSSAG00000077689	2.58E-06	ssa23	3126204
ENSSSAG00000074838	0.0231252	ssa23	3237679
ENSSSAG00000095240	0.00627056	ssa23	3936459
ENSSSAG00000074853	2.44E-37	ssa23	4011273
ENSSSAG00000075864	1.14E-27	ssa23	4245369
ENSSSAG00000076291	0.000151983	ssa23	4938270
ENSSSAG00000072637	1.37E-06	ssa23	5567538
ENSSSAG00000120618	3.50E-07	ssa23	6845932
ENSSSAG00000079408	0.0123274	ssa23	8062173
ENSSSAG00000119454	0.0107928	ssa23	8084287
ENSSSAG00000075476	5.03E-12	ssa23	8115158
ENSSSAG00000079214	1.04E-27	ssa23	8624438
ENSSSAG00000011739	0.00236719	ssa23	8974563
ENSSSAG00000075676	0.0415014	ssa23	9101714
ENSSSAG00000096548	0.000448864	ssa23	10402984
ENSSSAG00000008705	6.53E-05	ssa23	11097477
ENSSSAG00000009085	2.46E-16	ssa23	11435751
ENSSSAG00000040106	0.000440003	ssa23	12701705
ENSSSAG00000014553	9.35E-18	ssa23	12721623
ENSSSAG00000040457	3.78E-06	ssa23	13763628
ENSSSAG00000009168	0.00083711	ssa23	14087554
ENSSSAG00000008827	5.12E-11	ssa23	14979731
ENSSSAG00000088267	1.79E-07	ssa23	17264755
ENSSSAG00000033233	0.000798731	ssa23	20043692
ENSSSAG00000121533	0.0406128	ssa23	20096109
ENSSSAG00000052624	0.00328307	ssa23	20107219
ENSSSAG00000083847	0.0281151	ssa23	20281910
ENSSSAG00000110844	0.0155546	ssa23	20313194
ENSSSAG00000079269	0.00975595	ssa23	20442972
ENSSSAG00000067784	0.000237293	ssa23	20525034
ENSSSAG00000003834	9.15E-05	ssa23	20788906
ENSSSAG00000073543	4.88E-24	ssa23	21389412
ENSSSAG00000108635	0.012636	ssa23	21427658
ENSSSAG00000010526	0.0283916	ssa23	22910688
ENSSSAG00000067898	6.45E-06	ssa23	22912149
ENSSSAG00000056849	2.90E-26	ssa23	23210561
ENSSSAG00000057023	2.13E-12	ssa23	23284057
ENSSSAG00000105817	0.00133231	ssa23	23307119
ENSSSAG00000079171	0.000118501	ssa23	23308567
ENSSSAG00000052330	0.00122839	ssa23	23863687
ENSSSAG00000042182	0.0155577	ssa23	23998847
ENSSSAG00000052173	0.00100949	ssa23	25115516
ENSSSAG00000080203	0.00059844	ssa23	26012284
ENSSSAG00000049052	0.000780477	ssa23	26733556
ENSSSAG00000071407	0.0208846	ssa23	26769726
ENSSSAG00000090345	3.34E-23	ssa23	26828940
ENSSSAG00000070206	4.60E-06	ssa23	27106557
ENSSSAG00000054307	5.14E-07	ssa23	27706767
ENSSSAG00000098502	0.0103858	ssa23	28213248
ENSSSAG00000057042	0.0398694	ssa23	28399473
ENSSSAG00000009764	1.29E-05	ssa23	28504662
ENSSSAG00000074941	0.0316762	ssa23	28504662
ENSSSAG00000094075	2.22E-08	ssa23	28831897
ENSSSAG00000063313	2.29E-05	ssa23	29399450
ENSSSAG00000080709	2.10E-06	ssa23	29578972
ENSSSAG00000112579	0.0017044	ssa23	29631857
ENSSSAG00000080523	0.0144392	ssa23	29840118
ENSSSAG00000074051	0.00460928	ssa23	30537962
ENSSSAG00000073824	2.17E-29	ssa23	31041225
ENSSSAG00000073462	6.78E-08	ssa23	31059033
ENSSSAG00000041180	0.00616842	ssa23	31194112
ENSSSAG00000074400	6.22E-07	ssa23	31371513
ENSSSAG00000017779	5.32E-08	ssa23	31377926
ENSSSAG00000008860	0.000506501	ssa23	32107503
ENSSSAG00000009016	0.0170848	ssa23	32268937
ENSSSAG00000118135	0.0211929	ssa23	32928784
ENSSSAG00000025343	0.0154467	ssa23	33835065
ENSSSAG00000025551	2.81E-08	ssa23	34362791
ENSSSAG00000067810	2.14E-07	ssa23	34386365
ENSSSAG00000054656	0.0058019	ssa23	34636496
ENSSSAG00000088259	5.23E-14	ssa23	35173552
ENSSSAG00000060765	0.0127407	ssa23	35279840
ENSSSAG00000008922	0.000212283	ssa23	36391119
ENSSSAG00000055366	1.54E-48	ssa23	37455384
ENSSSAG00000066981	6.96E-16	ssa23	37455384
ENSSSAG00000073618	8.40E-09	ssa23	38311411
ENSSSAG00000064681	0.00152708	ssa23	38362980
ENSSSAG00000073473	1.15E-25	ssa23	38399294
ENSSSAG00000060568	0.00177578	ssa23	38562123
ENSSSAG00000096782	5.92E-07	ssa23	40333497
ENSSSAG00000009754	0.0421193	ssa23	40333821
ENSSSAG00000098573	1.73E-06	ssa23	40383783
ENSSSAG00000100821	8.50E-17	ssa23	40608416
ENSSSAG00000089028	4.83E-06	ssa23	40617647
ENSSSAG00000009467	8.53E-36	ssa23	40774991
ENSSSAG00000114749	0.000623687	ssa23	41123163
ENSSSAG00000069961	0.00312179	ssa23	41517579
ENSSSAG00000082445	0.000216555	ssa23	41537863
ENSSSAG00000106656	0.00263202	ssa23	41732706
ENSSSAG00000093416	1.53E-05	ssa23	41732764
ENSSSAG00000115876	3.15E-05	ssa23	41732764
ENSSSAG00000009808	5.08E-28	ssa23	42290302
ENSSSAG00000056714	2.63E-05	ssa23	42332417
ENSSSAG00000102698	2.12E-07	ssa23	42456308
ENSSSAG00000107925	0.0283021	ssa23	42697910
ENSSSAG00000008553	0.0241779	ssa23	43280670
ENSSSAG00000010287	0.000370824	ssa23	43297893
ENSSSAG00000115130	0.00302014	ssa23	43748246
ENSSSAG00000071316	0.0370363	ssa23	43961620
ENSSSAG00000073293	0.000270035	ssa23	44013896
ENSSSAG00000068732	0.00030786	ssa23	44088489
ENSSSAG00000057578	9.20E-28	ssa23	44093344
ENSSSAG00000114635	3.74E-08	ssa23	44531119
ENSSSAG00000069981	0.047269	ssa23	44662765
ENSSSAG00000009449	3.27E-05	ssa23	44825764
ENSSSAG00000113149	0.000380528	ssa23	45766804
ENSSSAG00000120598	1.30E-19	ssa23	46314483
ENSSSAG00000073442	9.22E-08	ssa23	46358480
ENSSSAG00000069314	4.59E-22	ssa23	46961251
ENSSSAG00000072218	9.81E-05	ssa23	46961251
ENSSSAG00000110347	0.00101627	ssa23	46961251
ENSSSAG00000099032	1.15E-14	ssa23	47006282
ENSSSAG00000073314	0.0237476	ssa23	47006282
ENSSSAG00000073286	5.82E-07	ssa23	47515114
ENSSSAG00000073337	3.62E-17	ssa23	48383419
ENSSSAG00000093878	0.00908481	ssa23	48383419
ENSSSAG00000115090	4.24E-11	ssa23	49161235
ENSSSAG00000082892	1.10E-07	ssa23	49562761
ENSSSAG00000098010	1.95E-07	ssa23	50974945
ENSSSAG00000008846	5.24E-16	ssa23	50975392
ENSSSAG00000094637	1.38E-08	ssa23	50975392
ENSSSAG00000090937	0.00430182	ssa23	50975392
ENSSSAG00000008819	0.012481	ssa23	50975392
ENSSSAG00000008578	0.000147977	ssa23	51418801
ENSSSAG00000118860	0.0305439	ssa23	51870265
ENSSSAG00000108007	0.0173227	ssa23	52111223
ENSSSAG00000047300	5.53E-09	ssa24	917411
ENSSSAG00000047946	9.55E-73	ssa24	1257611
ENSSSAG00000069454	0.00859325	ssa24	1507801
ENSSSAG00000045464	0.00234198	ssa24	1597968
ENSSSAG00000070174	0.000165845	ssa24	1772568
ENSSSAG00000070179	0.016347	ssa24	2057673
ENSSSAG00000001053	0.000225135	ssa24	2499395
ENSSSAG00000070184	6.71E-22	ssa24	2518607
ENSSSAG00000009069	0.000100935	ssa24	2911468
ENSSSAG00000009835	0.000658515	ssa24	3063385
ENSSSAG00000038450	5.51E-08	ssa24	3303739
ENSSSAG00000053062	6.84E-05	ssa24	5027526
ENSSSAG00000059317	0.00338274	ssa24	5537216
ENSSSAG00000061215	0.0453806	ssa24	5538107
ENSSSAG00000065688	0.0493559	ssa24	5980830
ENSSSAG00000065862	0.0160254	ssa24	6974988
ENSSSAG00000101747	0.00257718	ssa24	7422518
ENSSSAG00000074071	1.05E-17	ssa24	7441953
ENSSSAG00000113312	1.78E-10	ssa24	7445804
ENSSSAG00000110254	0.000155589	ssa24	7454132
ENSSSAG00000059838	0.0418118	ssa24	7475548
ENSSSAG00000065964	0.0305874	ssa24	7598135
ENSSSAG00000119376	0.0279207	ssa24	7610609
ENSSSAG00000066875	0.00459829	ssa24	7798257
ENSSSAG00000071363	6.81E-50	ssa24	8441604
ENSSSAG00000074523	0.00553584	ssa24	8884347
ENSSSAG00000121590	0.0249192	ssa24	9083164
ENSSSAG00000080327	0.0105832	ssa24	9210154
ENSSSAG00000071444	0.00370629	ssa24	9502059
ENSSSAG00000061179	0.000166105	ssa24	9534131
ENSSSAG00000081316	0.0465203	ssa24	9894275
ENSSSAG00000080241	5.25E-26	ssa24	10129756
ENSSSAG00000061743	0.012242	ssa24	10574445
ENSSSAG00000074404	0.000530625	ssa24	10666312
ENSSSAG00000082300	0.0268207	ssa24	11180002
ENSSSAG00000100823	0.0338184	ssa24	11611653
ENSSSAG00000008784	0.0244798	ssa24	11639194
ENSSSAG00000077598	1.04E-05	ssa24	11681722
ENSSSAG00000043782	0.046074	ssa24	11808276
ENSSSAG00000071279	0.00253109	ssa24	11846090
ENSSSAG00000061181	2.43E-20	ssa24	11848779
ENSSSAG00000074506	0.000671639	ssa24	12202714
ENSSSAG00000080102	0.0441294	ssa24	12202714
ENSSSAG00000081231	0.0369879	ssa24	13139487
ENSSSAG00000080372	0.00105664	ssa24	13415833
ENSSSAG00000066682	9.47E-05	ssa24	13591807
ENSSSAG00000075113	0.0126777	ssa24	13591807
ENSSSAG00000047340	0.0357021	ssa24	13720702
ENSSSAG00000046308	0.0146165	ssa24	13835617
ENSSSAG00000043863	0.0256438	ssa24	14014631
ENSSSAG00000046443	0.0326096	ssa24	14087773
ENSSSAG00000077835	0.0158679	ssa24	15048895
ENSSSAG00000098221	0.0341537	ssa24	15048895
ENSSSAG00000074290	2.30E-06	ssa24	15527864
ENSSSAG00000071963	2.93E-06	ssa24	15692167
ENSSSAG00000074395	5.32E-05	ssa24	15742501
ENSSSAG00000078012	1.31E-05	ssa24	15743915
ENSSSAG00000081127	0.00345474	ssa24	15800048
ENSSSAG00000082369	0.0457597	ssa24	15800048
ENSSSAG00000075947	0.0242735	ssa24	16074369
ENSSSAG00000073727	5.72E-05	ssa24	16257860
ENSSSAG00000110113	5.48E-10	ssa24	16421002
ENSSSAG00000073949	0.0372456	ssa24	16733633
ENSSSAG00000043752	0.00154464	ssa24	16835681
ENSSSAG00000076285	7.97E-27	ssa24	16856541
ENSSSAG00000047398	7.73E-10	ssa24	17129504
ENSSSAG00000014312	2.12E-16	ssa24	17300711
ENSSSAG00000087539	0.0138384	ssa24	17445963
ENSSSAG00000075132	0.0123189	ssa24	17800682
ENSSSAG00000080386	0.0160618	ssa24	17956160
ENSSSAG00000009798	0.000183401	ssa24	17975156
ENSSSAG00000085597	2.22E-05	ssa24	18104567
ENSSSAG00000076101	1.20E-06	ssa24	18742021
ENSSSAG00000092354	3.47E-06	ssa24	19462484
ENSSSAG00000077111	9.39E-05	ssa24	19501027
ENSSSAG00000009554	0.0105374	ssa24	19506933
ENSSSAG00000077262	3.19E-19	ssa24	19550531
ENSSSAG00000075883	0.00593995	ssa24	19731984
ENSSSAG00000081066	0.0254124	ssa24	20091629
ENSSSAG00000105519	0.0149403	ssa24	20228685
ENSSSAG00000052784	0.00245277	ssa24	20333025
ENSSSAG00000075109	0.0238815	ssa24	20336046
ENSSSAG00000100475	0.0497755	ssa24	20705403
ENSSSAG00000077092	9.24E-05	ssa24	20762737
ENSSSAG00000044743	0.000239241	ssa24	20964006
ENSSSAG00000080516	5.10E-18	ssa24	21434048
ENSSSAG00000080586	2.44E-05	ssa24	21472392
ENSSSAG00000120267	0.0422686	ssa24	21487769
ENSSSAG00000052859	0.00896696	ssa24	21559212
ENSSSAG00000053644	0.000355563	ssa24	21559602
ENSSSAG00000067160	0.000232508	ssa24	21850403
ENSSSAG00000067020	0.000274156	ssa24	22215901
ENSSSAG00000081536	0.0155968	ssa24	22778636
ENSSSAG00000116903	2.81E-11	ssa24	23116849
ENSSSAG00000106847	1.24E-09	ssa24	24702732
ENSSSAG00000071408	0.00268805	ssa24	24706129
ENSSSAG00000099340	0.0440129	ssa24	24815249
ENSSSAG00000069317	6.01E-49	ssa24	24843964
ENSSSAG00000053624	0.0163661	ssa24	25035009
ENSSSAG00000107263	4.62E-07	ssa24	25110670
ENSSSAG00000112381	0.0312481	ssa24	25151066
ENSSSAG00000068702	0.00156366	ssa24	25173067
ENSSSAG00000071861	0.0171959	ssa24	25354649
ENSSSAG00000071827	1.76E-06	ssa24	25450938
ENSSSAG00000071892	0.00145594	ssa24	25481779
ENSSSAG00000067904	0.0248009	ssa24	25494840
ENSSSAG00000072523	0.0399357	ssa24	25537945
ENSSSAG00000081692	4.90E-05	ssa24	26081141
ENSSSAG00000077353	0.0102688	ssa24	26185620
ENSSSAG00000067071	3.35E-12	ssa24	26221523
ENSSSAG00000090198	3.40E-09	ssa24	26391719
ENSSSAG00000071660	0.000279801	ssa24	26464240
ENSSSAG00000065150	4.71E-06	ssa24	26745294
ENSSSAG00000096055	0.0294971	ssa24	26903349
ENSSSAG00000089349	0.0274597	ssa24	27080994
ENSSSAG00000069721	1.93E-09	ssa24	27332696
ENSSSAG00000113177	0.00463326	ssa24	28209576
ENSSSAG00000072399	0.0322691	ssa24	28214098
ENSSSAG00000069496	0.0187912	ssa24	28281882
ENSSSAG00000055378	1.18E-05	ssa24	28284330
ENSSSAG00000072220	0.00148864	ssa24	28492259
ENSSSAG00000095182	4.36E-104	ssa24	28769276
ENSSSAG00000119207	1.10E-77	ssa24	28931149
ENSSSAG00000089581	0.0495588	ssa24	29995131
ENSSSAG00000070356	0.0120339	ssa24	29995369
ENSSSAG00000116714	0.0160333	ssa24	29995369
ENSSSAG00000100005	0.000162566	ssa24	30004646
ENSSSAG00000065712	0.0218452	ssa24	30007876
ENSSSAG00000101891	0.0432885	ssa24	30141749
ENSSSAG00000072995	5.29E-08	ssa24	30589118
ENSSSAG00000120747	0.00136057	ssa24	30678296
ENSSSAG00000072903	1.25E-05	ssa24	30739588
ENSSSAG00000070501	0.000575971	ssa24	30790400
ENSSSAG00000077366	0.00539844	ssa24	30790400
ENSSSAG00000070375	0.00555119	ssa24	30790400
ENSSSAG00000117886	0.0272942	ssa24	30790400
ENSSSAG00000067542	0.00413938	ssa24	30839718
ENSSSAG00000093421	0.0106089	ssa24	30962674
ENSSSAG00000065605	1.76E-05	ssa24	31586324
ENSSSAG00000069778	0.027579	ssa24	31586324
ENSSSAG00000106471	0.0175875	ssa24	32116528
ENSSSAG00000075641	0.0169737	ssa24	33098319
ENSSSAG00000091277	0.000170823	ssa24	35323720
ENSSSAG00000045622	0.0175085	ssa24	35470168
ENSSSAG00000097673	0.0361112	ssa24	35682409
ENSSSAG00000054606	0.0421116	ssa24	35742179
ENSSSAG00000097732	1.95E-18	ssa24	36493526
ENSSSAG00000076217	0.00211759	ssa24	36797223
ENSSSAG00000097642	0.0326207	ssa24	36967403
ENSSSAG00000074811	0.0495121	ssa24	37207488
ENSSSAG00000075563	0.00799764	ssa24	37827356
ENSSSAG00000096838	5.16E-12	ssa24	37996241
ENSSSAG00000071386	0.0254777	ssa24	38174101
ENSSSAG00000082132	0.00232278	ssa24	38288117
ENSSSAG00000092108	0.00552922	ssa24	38507751
ENSSSAG00000076214	0.0136713	ssa24	39060991
ENSSSAG00000103305	0.00761711	ssa24	39245062
ENSSSAG00000076223	2.08E-05	ssa24	39317476
ENSSSAG00000075601	1.32E-05	ssa24	39423646
ENSSSAG00000070946	0.00681022	ssa24	39424003
ENSSSAG00000087881	9.21E-58	ssa24	39427168
ENSSSAG00000045998	3.29E-08	ssa24	39427168
ENSSSAG00000094814	0.000211538	ssa24	39427168
ENSSSAG00000075849	0.00131714	ssa24	39427168
ENSSSAG00000045549	7.13E-06	ssa24	39429786
ENSSSAG00000071600	2.80E-05	ssa24	39429786
ENSSSAG00000105391	0.0229802	ssa24	39429786
ENSSSAG00000071823	4.52E-06	ssa24	39430647
ENSSSAG00000076207	0.000673984	ssa24	39437097
ENSSSAG00000076233	0.00338803	ssa24	39437097
ENSSSAG00000075753	0.00167358	ssa24	39502903
ENSSSAG00000071146	0.00891754	ssa24	39502903
ENSSSAG00000053392	0.00982066	ssa24	41372523
ENSSSAG00000076247	8.46E-12	ssa24	41529840
ENSSSAG00000071567	5.87E-08	ssa24	42020712
ENSSSAG00000053589	8.70E-68	ssa24	43873135
ENSSSAG00000099408	2.24E-21	ssa24	43873135
ENSSSAG00000084816	6.38E-54	ssa24	44301639
ENSSSAG00000115084	6.66E-11	ssa24	44775127
ENSSSAG00000071811	0.0355238	ssa24	45167985
ENSSSAG00000054068	3.71E-06	ssa24	45486654
ENSSSAG00000057996	0.00626272	ssa24	45486654
ENSSSAG00000088620	0.0320339	ssa24	46136168
ENSSSAG00000063174	1.24E-13	ssa24	46285067
ENSSSAG00000102097	4.92E-08	ssa24	46285067
ENSSSAG00000103447	0.00348217	ssa24	46471327
ENSSSAG00000119443	1.08E-06	ssa24	46993819
ENSSSAG00000063191	1.22E-25	ssa24	47033930
ENSSSAG00000083188	0.00372725	ssa24	47120820
ENSSSAG00000063251	1.53E-12	ssa24	47393849
ENSSSAG00000063288	1.18E-06	ssa24	48137760
ENSSSAG00000063393	3.91E-08	ssa24	48137805
ENSSSAG00000064811	3.80E-06	ssa24	48211275
ENSSSAG00000050758	0.00399921	ssa25	2865333
ENSSSAG00000042069	0.030683	ssa25	3333014
ENSSSAG00000070792	2.63E-35	ssa25	3443824
ENSSSAG00000118991	1.26E-07	ssa25	3443824
ENSSSAG00000064970	0.000395162	ssa25	4350721
ENSSSAG00000054903	4.64E-05	ssa25	6759389
ENSSSAG00000083304	0.0105071	ssa25	7115672
ENSSSAG00000063091	0.0387815	ssa25	7214591
ENSSSAG00000063479	1.30E-08	ssa25	8678108
ENSSSAG00000050746	2.37E-05	ssa25	8699527
ENSSSAG00000063891	0.00064103	ssa25	8709911
ENSSSAG00000057281	2.29E-10	ssa25	8878020
ENSSSAG00000043392	1.99E-25	ssa25	9126173
ENSSSAG00000105018	1.65E-05	ssa25	9176019
ENSSSAG00000076071	8.79E-12	ssa25	10303341
ENSSSAG00000081571	0.0383668	ssa25	10318541
ENSSSAG00000062497	3.15E-09	ssa25	10710606
ENSSSAG00000096490	0.00708143	ssa25	11335357
ENSSSAG00000076334	0.000717879	ssa25	12275534
ENSSSAG00000081597	0.0357238	ssa25	12412307
ENSSSAG00000076395	6.21E-05	ssa25	12794798
ENSSSAG00000081578	0.000303212	ssa25	12866755
ENSSSAG00000078915	0.00105072	ssa25	12922521
ENSSSAG00000081513	0.00841609	ssa25	13392308
ENSSSAG00000076047	0.0116821	ssa25	13632273
ENSSSAG00000080500	0.00273615	ssa25	13636998
ENSSSAG00000075973	0.014383	ssa25	14159335
ENSSSAG00000081573	6.23E-05	ssa25	14353745
ENSSSAG00000081698	2.58E-37	ssa25	14585965
ENSSSAG00000109091	1.27E-07	ssa25	14586747
ENSSSAG00000058131	0.00347203	ssa25	14791491
ENSSSAG00000053650	0.0429348	ssa25	14791491
ENSSSAG00000081700	0.00540339	ssa25	14884105
ENSSSAG00000061450	9.43E-11	ssa25	14949434
ENSSSAG00000081124	0.0280231	ssa25	14959131
ENSSSAG00000063467	5.70E-24	ssa25	15195648
ENSSSAG00000081478	0.0433628	ssa25	16661097
ENSSSAG00000081480	0.00314732	ssa25	16716134
ENSSSAG00000103574	0.00354871	ssa25	17927311
ENSSSAG00000064576	0.0166066	ssa25	17958755
ENSSSAG00000048703	2.67E-22	ssa25	18247213
ENSSSAG00000084004	7.11E-25	ssa25	18274982
ENSSSAG00000102975	1.29E-26	ssa25	18622559
ENSSSAG00000046103	2.97E-08	ssa25	18946009
ENSSSAG00000064556	0.000778938	ssa25	19282088
ENSSSAG00000106485	8.97E-88	ssa25	20149881
ENSSSAG00000050803	2.75E-16	ssa25	20994546
ENSSSAG00000050749	0.0330256	ssa25	21341822
ENSSSAG00000053792	2.23E-07	ssa25	21363322
ENSSSAG00000053819	0.0304649	ssa25	21366822
ENSSSAG00000067324	1.48E-27	ssa25	22011898
ENSSSAG00000070342	0.0159533	ssa25	22545685
ENSSSAG00000081630	0.0158826	ssa25	22569869
ENSSSAG00000059835	0.00779673	ssa25	22619703
ENSSSAG00000057774	0.000522696	ssa25	22660118
ENSSSAG00000099049	0.00042595	ssa25	22991492
ENSSSAG00000065344	0.000953875	ssa25	23002702
ENSSSAG00000079397	0.025796	ssa25	23155161
ENSSSAG00000103701	0.000253803	ssa25	24417862
ENSSSAG00000119244	0.00076085	ssa25	24568230
ENSSSAG00000079000	7.37E-11	ssa25	26759509
ENSSSAG00000079874	8.94E-12	ssa25	27020538
ENSSSAG00000059830	0.0316533	ssa25	27032902
ENSSSAG00000070554	3.05E-18	ssa25	28960452
ENSSSAG00000055174	3.02E-08	ssa25	28977518
ENSSSAG00000067061	0.0261095	ssa25	29084297
ENSSSAG00000117110	0.00589281	ssa25	29114248
ENSSSAG00000108381	0.00104573	ssa25	30504977
ENSSSAG00000064032	0.00440457	ssa25	30862242
ENSSSAG00000059671	6.68E-05	ssa25	31082916
ENSSSAG00000054799	0.00784383	ssa25	31084648
ENSSSAG00000063108	0.00891904	ssa25	31141421
ENSSSAG00000059607	1.61E-05	ssa25	31294857
ENSSSAG00000060757	0.0145693	ssa25	31300729
ENSSSAG00000117755	6.80E-06	ssa25	31306848
ENSSSAG00000060337	0.000175952	ssa25	31352917
ENSSSAG00000063315	1.86E-06	ssa25	31537870
ENSSSAG00000080116	4.25E-12	ssa25	31586208
ENSSSAG00000069876	0.0122669	ssa25	31618970
ENSSSAG00000063226	0.00080036	ssa25	33627322
ENSSSAG00000065483	0.0288599	ssa25	33633801
ENSSSAG00000063201	1.43E-10	ssa25	34034520
ENSSSAG00000063185	3.40E-24	ssa25	34157862
ENSSSAG00000122050	1.39E-11	ssa25	34203586
ENSSSAG00000111711	0.00485202	ssa25	36370020
ENSSSAG00000071117	8.09E-06	ssa25	36601145
ENSSSAG00000065512	0.0205637	ssa25	36601145
ENSSSAG00000073501	7.51E-06	ssa25	36926920
ENSSSAG00000066062	0.0136673	ssa25	37096185
ENSSSAG00000049183	2.86E-26	ssa25	39219011
ENSSSAG00000067252	0.00548124	ssa25	39317862
ENSSSAG00000049964	0.00102281	ssa25	39600045
ENSSSAG00000068246	2.68E-24	ssa25	39605804
ENSSSAG00000068226	0.0431328	ssa25	39660615
ENSSSAG00000042734	0.00573843	ssa25	40083393
ENSSSAG00000065476	0.00358418	ssa25	40389786
ENSSSAG00000067323	5.23E-18	ssa25	40395171
ENSSSAG00000057082	0.00191202	ssa25	40449559
ENSSSAG00000044976	0.00108185	ssa25	40452507
ENSSSAG00000049854	0.00179429	ssa25	40741465
ENSSSAG00000048785	0.000390561	ssa25	42231855
ENSSSAG00000098340	0.001175	ssa25	42289815
ENSSSAG00000104653	0.0165381	ssa25	42458214
ENSSSAG00000114462	2.87E-10	ssa25	43213386
ENSSSAG00000049823	8.78E-58	ssa25	43220994
ENSSSAG00000049846	3.63E-07	ssa25	43220994
ENSSSAG00000114069	0.0378502	ssa25	43241835
ENSSSAG00000075027	0.00751395	ssa25	43874869
ENSSSAG00000080455	2.84E-05	ssa25	43933257
ENSSSAG00000057705	2.30E-19	ssa25	44142127
ENSSSAG00000008872	1.59E-20	ssa25	44180370
ENSSSAG00000042167	1.16E-14	ssa25	44235214
ENSSSAG00000045389	0.0485969	ssa25	44485726
ENSSSAG00000049787	4.66E-11	ssa25	45452418
ENSSSAG00000099334	0.00618204	ssa25	47805403
ENSSSAG00000041220	0.00103805	ssa25	47991072
ENSSSAG00000083408	0.0259708	ssa25	48838352
ENSSSAG00000096864	0.000739674	ssa25	48952018
ENSSSAG00000040575	0.0155569	ssa25	48969512
ENSSSAG00000069945	2.31E-40	ssa25	49102143
ENSSSAG00000075460	0.000106436	ssa25	49102143
ENSSSAG00000088627	0.0392897	ssa25	49102143
ENSSSAG00000040115	0.000285493	ssa25	49454986
ENSSSAG00000101713	4.44E-15	ssa25	49688486
ENSSSAG00000099833	2.57E-12	ssa25	49688486
ENSSSAG00000040783	0.0491808	ssa25	49695913
ENSSSAG00000052944	2.43E-20	ssa25	50002949
ENSSSAG00000113090	0.0397271	ssa25	50077011
ENSSSAG00000097596	2.33E-05	ssa25	50238444
ENSSSAG00000041203	0.000208345	ssa25	51635748
ENSSSAG00000086144	0.0371786	ssa25	51635748
ENSSSAG00000103937	1.86E-35	ssa25	53021160
ENSSSAG00000009116	0.00762573	ssa26	1218136
ENSSSAG00000043511	0.000214313	ssa26	1927518
ENSSSAG00000054808	0.00429643	ssa26	1927518
ENSSSAG00000045777	3.75E-10	ssa26	2576773
ENSSSAG00000008921	4.71E-09	ssa26	2625191
ENSSSAG00000049976	0.0261192	ssa26	2831053
ENSSSAG00000043466	0.00676655	ssa26	3051010
ENSSSAG00000059195	0.000249936	ssa26	3199287
ENSSSAG00000050139	0.00554335	ssa26	3786873
ENSSSAG00000066206	0.000793202	ssa26	3787561
ENSSSAG00000050113	0.000731973	ssa26	3794244
ENSSSAG00000073025	0.000395848	ssa26	6347166
ENSSSAG00000088671	0.00919205	ssa26	7083358
ENSSSAG00000072690	0.0162887	ssa26	7363244
ENSSSAG00000043064	0.00668937	ssa26	9320451
ENSSSAG00000075506	0.0231791	ssa26	9526617
ENSSSAG00000009313	3.02E-06	ssa26	9777603
ENSSSAG00000033317	3.22E-10	ssa26	10151460
ENSSSAG00000075491	1.31E-06	ssa26	10166568
ENSSSAG00000015295	0.000129737	ssa26	10724562
ENSSSAG00000066856	0.00156784	ssa26	11077254
ENSSSAG00000084746	3.04E-10	ssa26	11083986
ENSSSAG00000043141	9.81E-32	ssa26	11141178
ENSSSAG00000112923	6.34E-23	ssa26	11141178
ENSSSAG00000041686	0.000105747	ssa26	11771607
ENSSSAG00000009870	7.52E-33	ssa26	12317479
ENSSSAG00000066118	4.74E-06	ssa26	12698556
ENSSSAG00000066212	0.0182989	ssa26	12768883
ENSSSAG00000057658	1.50E-05	ssa26	12791573
ENSSSAG00000057649	0.00603604	ssa26	12791573
ENSSSAG00000054345	0.00269985	ssa26	13493803
ENSSSAG00000107501	1.44E-65	ssa26	13557711
ENSSSAG00000106951	0.00182793	ssa26	13700358
ENSSSAG00000099665	0.00111425	ssa26	14633217
ENSSSAG00000069004	5.66E-14	ssa26	14808953
