type	clan	gene1	gene2	ID	redip.class
singleton	OG5v0015549.24	ENSSSAG00000004811	NA	ENSSSAG00000004811_Ssal	NA
singleton	OG5v0015550.21	ENSSSAG00000042722	NA	ENSSSAG00000042722_Ssal	NA
singleton	OG5v0015552.22	ENSSSAG00000008274	NA	ENSSSAG00000008274_Ssal	NA
singleton	OG5v0015553.21	ENSSSAG00000063106	NA	ENSSSAG00000063106_Ssal	NA
singleton	OG5v0015554.21	ENSSSAG00000109308	NA	ENSSSAG00000109308_Ssal	NA
singleton	OG5v0015555.21	ENSSSAG00000075707	NA	ENSSSAG00000075707_Ssal	NA
singleton	OG5v0015556.21	ENSSSAG00000071259	NA	ENSSSAG00000071259_Ssal	NA
singleton	OG5v0015557.21	ENSSSAG00000025848	NA	ENSSSAG00000025848_Ssal	NA
singleton	OG5v0015558.21	ENSSSAG00000072447	NA	ENSSSAG00000072447_Ssal	NA
singleton	OG5v0015559.21	ENSSSAG00000048785	NA	ENSSSAG00000048785_Ssal	NA
singleton	OG5v0015560.21	ENSSSAG00000008000	NA	ENSSSAG00000008000_Ssal	NA
singleton	OG5v0015561.21	ENSSSAG00000079451	NA	ENSSSAG00000079451_Ssal	NA
singleton	OG5v0015562.21	ENSSSAG00000045654	NA	ENSSSAG00000045654_Ssal	NA
singleton	OG5v0015563.21	ENSSSAG00000050139	NA	ENSSSAG00000050139_Ssal	NA
singleton	OG5v0015564.21	ENSSSAG00000083323	NA	ENSSSAG00000083323_Ssal	NA
singleton	OG5v0015565.21	ENSSSAG00000089127	NA	ENSSSAG00000089127_Ssal	NA
singleton	OG5v0015566.21	ENSSSAG00000100564	NA	ENSSSAG00000100564_Ssal	NA
singleton	OG5v0015567.21	ENSSSAG00000054135	NA	ENSSSAG00000054135_Ssal	NA
singleton	OG5v0015568.22	ENSSSAG00000086331	NA	ENSSSAG00000086331_Ssal	NA
singleton	OG5v0015569.22	ENSSSAG00000120505	NA	ENSSSAG00000120505_Ssal	NA
singleton	OG5v0015570.21	ENSSSAG00000005762	NA	ENSSSAG00000005762_Ssal	NA
singleton	OG5v0015571.21	ENSSSAG00000088245	NA	ENSSSAG00000088245_Ssal	NA
singleton	OG5v0015572.21	ENSSSAG00000080529	NA	ENSSSAG00000080529_Ssal	NA
singleton	OG5v0015573.21	ENSSSAG00000002993	NA	ENSSSAG00000002993_Ssal	NA
singleton	OG5v0015574.21	ENSSSAG00000070943	NA	ENSSSAG00000070943_Ssal	NA
singleton	OG5v0015575.24	ENSSSAG00000103082	NA	ENSSSAG00000103082_Ssal	NA
singleton	OG5v0015576.21	ENSSSAG00000077374	NA	ENSSSAG00000077374_Ssal	NA
singleton	OG5v0015577.21	ENSSSAG00000054798	NA	ENSSSAG00000054798_Ssal	NA
singleton	OG5v0015578.21	ENSSSAG00000069718	NA	ENSSSAG00000069718_Ssal	NA
singleton	OG5v0015579.21	ENSSSAG00000046447	NA	ENSSSAG00000046447_Ssal	NA
singleton	OG5v0015580.21	ENSSSAG00000075659	NA	ENSSSAG00000075659_Ssal	NA
singleton	OG5v0015581.21	ENSSSAG00000107524	NA	ENSSSAG00000107524_Ssal	NA
singleton	OG5v0015582.20	ENSSSAG00000078500	NA	ENSSSAG00000078500_Ssal	NA
singleton	OG5v0015583.21	ENSSSAG00000075698	NA	ENSSSAG00000075698_Ssal	NA
singleton	OG5v0015585.21	ENSSSAG00000029625	NA	ENSSSAG00000029625_Ssal	NA
singleton	OG5v0015586.21	ENSSSAG00000013056	NA	ENSSSAG00000013056_Ssal	NA
singleton	OG5v0015588.21	ENSSSAG00000046350	NA	ENSSSAG00000046350_Ssal	NA
singleton	OG5v0015589.21	ENSSSAG00000119180	NA	ENSSSAG00000119180_Ssal	NA
singleton	OG5v0015590.21	ENSSSAG00000066389	NA	ENSSSAG00000066389_Ssal	NA
singleton	OG5v0015591.21	ENSSSAG00000094446	NA	ENSSSAG00000094446_Ssal	NA
singleton	OG5v0015592.21	ENSSSAG00000078133	NA	ENSSSAG00000078133_Ssal	NA
singleton	OG5v0015593.21	ENSSSAG00000082009	NA	ENSSSAG00000082009_Ssal	NA
singleton	OG5v0015594.21	ENSSSAG00000046753	NA	ENSSSAG00000046753_Ssal	NA
singleton	OG5v0015595.21	ENSSSAG00000066121	NA	ENSSSAG00000066121_Ssal	NA
singleton	OG5v0015597.25	ENSSSAG00000010089	NA	ENSSSAG00000010089_Ssal	NA
singleton	OG5v0015598.21	ENSSSAG00000005824	NA	ENSSSAG00000005824_Ssal	NA
singleton	OG5v0015599.21	ENSSSAG00000068092	NA	ENSSSAG00000068092_Ssal	NA
singleton	OG5v0015600.21	ENSSSAG00000080299	NA	ENSSSAG00000080299_Ssal	NA
singleton	OG5v0015601.21	ENSSSAG00000071352	NA	ENSSSAG00000071352_Ssal	NA
singleton	OG5v0015602.21	ENSSSAG00000079446	NA	ENSSSAG00000079446_Ssal	NA
singleton	OG5v0015603.21	ENSSSAG00000063012	NA	ENSSSAG00000063012_Ssal	NA
singleton	OG5v0015604.25	ENSSSAG00000054440	NA	ENSSSAG00000054440_Ssal	NA
singleton	OG5v0015605.22	ENSSSAG00000046402	NA	ENSSSAG00000046402_Ssal	NA
singleton	OG5v0015606.21	ENSSSAG00000007006	NA	ENSSSAG00000007006_Ssal	NA
singleton	OG5v0015607.21	ENSSSAG00000043551	NA	ENSSSAG00000043551_Ssal	NA
singleton	OG5v0015608.21	ENSSSAG00000008498	NA	ENSSSAG00000008498_Ssal	NA
singleton	OG5v0015609.21	ENSSSAG00000002850	NA	ENSSSAG00000002850_Ssal	NA
singleton	OG5v0015610.20	ENSSSAG00000074736	NA	ENSSSAG00000074736_Ssal	NA
singleton	OG5v0015611.21	ENSSSAG00000047772	NA	ENSSSAG00000047772_Ssal	NA
singleton	OG5v0015612.21	ENSSSAG00000057768	NA	ENSSSAG00000057768_Ssal	NA
singleton	OG5v0015613.21	ENSSSAG00000080107	NA	ENSSSAG00000080107_Ssal	NA
singleton	OG5v0015614.21	ENSSSAG00000087500	NA	ENSSSAG00000087500_Ssal	NA
singleton	OG5v0015615.21	ENSSSAG00000058105	NA	ENSSSAG00000058105_Ssal	NA
singleton	OG5v0015618.21	ENSSSAG00000078204	NA	ENSSSAG00000078204_Ssal	NA
singleton	OG5v0015619.21	ENSSSAG00000095206	NA	ENSSSAG00000095206_Ssal	NA
singleton	OG5v0015621.21	ENSSSAG00000074005	NA	ENSSSAG00000074005_Ssal	NA
singleton	OG5v0015622.21	ENSSSAG00000108431	NA	ENSSSAG00000108431_Ssal	NA
singleton	OG5v0015623.22	ENSSSAG00000064512	NA	ENSSSAG00000064512_Ssal	NA
singleton	OG5v0015623.26	ENSSSAG00000072927	NA	ENSSSAG00000072927_Ssal	NA
singleton	OG5v0015624.21	ENSSSAG00000105516	NA	ENSSSAG00000105516_Ssal	NA
singleton	OG5v0015625.21	ENSSSAG00000048518	NA	ENSSSAG00000048518_Ssal	NA
singleton	OG5v0015626.21	ENSSSAG00000048556	NA	ENSSSAG00000048556_Ssal	NA
singleton	OG5v0015627.21	ENSSSAG00000051700	NA	ENSSSAG00000051700_Ssal	NA
singleton	OG5v0015628.21	ENSSSAG00000078147	NA	ENSSSAG00000078147_Ssal	NA
singleton	OG5v0015629.21	ENSSSAG00000047704	NA	ENSSSAG00000047704_Ssal	NA
singleton	OG5v0015630.21	ENSSSAG00000074401	NA	ENSSSAG00000074401_Ssal	NA
singleton	OG5v0015631.21	ENSSSAG00000081875	NA	ENSSSAG00000081875_Ssal	NA
singleton	OG5v0015632.19	ENSSSAG00000082055	NA	ENSSSAG00000082055_Ssal	NA
singleton	OG5v0015633.21	ENSSSAG00000070361	NA	ENSSSAG00000070361_Ssal	NA
singleton	OG5v0015634.21	ENSSSAG00000060562	NA	ENSSSAG00000060562_Ssal	NA
singleton	OG5v0015635.21	ENSSSAG00000071637	NA	ENSSSAG00000071637_Ssal	NA
singleton	OG5v0015636.21	ENSSSAG00000001721	NA	ENSSSAG00000001721_Ssal	NA
singleton	OG5v0015637.21	ENSSSAG00000004861	NA	ENSSSAG00000004861_Ssal	NA
singleton	OG5v0015638.21	ENSSSAG00000073013	NA	ENSSSAG00000073013_Ssal	NA
singleton	OG5v0015639.24	ENSSSAG00000076594	NA	ENSSSAG00000076594_Ssal	NA
singleton	OG5v0015640.21	ENSSSAG00000105090	NA	ENSSSAG00000105090_Ssal	NA
singleton	OG5v0015641.21	ENSSSAG00000040703	NA	ENSSSAG00000040703_Ssal	NA
singleton	OG5v0015642.21	ENSSSAG00000041427	NA	ENSSSAG00000041427_Ssal	NA
singleton	OG5v0015643.21	ENSSSAG00000067063	NA	ENSSSAG00000067063_Ssal	NA
singleton	OG5v0015644.21	ENSSSAG00000000273	NA	ENSSSAG00000000273_Ssal	NA
singleton	OG5v0015645.21	ENSSSAG00000084988	NA	ENSSSAG00000084988_Ssal	NA
singleton	OG5v0015646.21	ENSSSAG00000103483	NA	ENSSSAG00000103483_Ssal	NA
singleton	OG5v0015647.21	ENSSSAG00000064728	NA	ENSSSAG00000064728_Ssal	NA
singleton	OG5v0015649.19	ENSSSAG00000063340	NA	ENSSSAG00000063340_Ssal	NA
singleton	OG5v0015650.21	ENSSSAG00000000096	NA	ENSSSAG00000000096_Ssal	NA
singleton	OG5v0015651.21	ENSSSAG00000073642	NA	ENSSSAG00000073642_Ssal	NA
singleton	OG5v0015652.21	ENSSSAG00000047518	NA	ENSSSAG00000047518_Ssal	NA
singleton	OG5v0015653.20	ENSSSAG00000080415	NA	ENSSSAG00000080415_Ssal	NA
singleton	OG5v0015654.21	ENSSSAG00000007517	NA	ENSSSAG00000007517_Ssal	NA
singleton	OG5v0015655.21	ENSSSAG00000006549	NA	ENSSSAG00000006549_Ssal	NA
singleton	OG5v0015657.22	ENSSSAG00000038852	NA	ENSSSAG00000038852_Ssal	NA
singleton	OG5v0015658.19	ENSSSAG00000077984	NA	ENSSSAG00000077984_Ssal	NA
singleton	OG5v0015659.21	ENSSSAG00000054375	NA	ENSSSAG00000054375_Ssal	NA
singleton	OG5v0015660.21	ENSSSAG00000079559	NA	ENSSSAG00000079559_Ssal	NA
singleton	OG5v0015661.21	ENSSSAG00000068777	NA	ENSSSAG00000068777_Ssal	NA
singleton	OG5v0015662.21	ENSSSAG00000002187	NA	ENSSSAG00000002187_Ssal	NA
singleton	OG5v0015663.21	ENSSSAG00000005816	NA	ENSSSAG00000005816_Ssal	NA
singleton	OG5v0015664.21	ENSSSAG00000040142	NA	ENSSSAG00000040142_Ssal	NA
singleton	OG5v0015665.21	ENSSSAG00000099573	NA	ENSSSAG00000099573_Ssal	NA
singleton	OG5v0015666.22	ENSSSAG00000069197	NA	ENSSSAG00000069197_Ssal	NA
singleton	OG5v0015667.21	ENSSSAG00000079539	NA	ENSSSAG00000079539_Ssal	NA
singleton	OG5v0015668.21	ENSSSAG00000005597	NA	ENSSSAG00000005597_Ssal	NA
singleton	OG5v0015670.21	ENSSSAG00000073971	NA	ENSSSAG00000073971_Ssal	NA
singleton	OG5v0015671.21	ENSSSAG00000051856	NA	ENSSSAG00000051856_Ssal	NA
singleton	OG5v0015672.21	ENSSSAG00000005371	NA	ENSSSAG00000005371_Ssal	NA
singleton	OG5v0015673.21	ENSSSAG00000080930	NA	ENSSSAG00000080930_Ssal	NA
singleton	OG5v0015674.19	ENSSSAG00000118074	NA	ENSSSAG00000118074_Ssal	NA
singleton	OG5v0015675.21	ENSSSAG00000117293	NA	ENSSSAG00000117293_Ssal	NA
singleton	OG5v0015676.22	ENSSSAG00000117358	NA	ENSSSAG00000117358_Ssal	NA
singleton	OG5v0015677.23	ENSSSAG00000010398	NA	ENSSSAG00000010398_Ssal	NA
singleton	OG5v0015678.21	ENSSSAG00000060979	NA	ENSSSAG00000060979_Ssal	NA
singleton	OG5v0015679.21	ENSSSAG00000066881	NA	ENSSSAG00000066881_Ssal	NA
singleton	OG5v0015680.21	ENSSSAG00000095863	NA	ENSSSAG00000095863_Ssal	NA
singleton	OG5v0015681.21	ENSSSAG00000046081	NA	ENSSSAG00000046081_Ssal	NA
singleton	OG5v0015683.21	ENSSSAG00000002067	NA	ENSSSAG00000002067_Ssal	NA
singleton	OG5v0015685.24	ENSSSAG00000077660	NA	ENSSSAG00000077660_Ssal	NA
singleton	OG5v0015686.21	ENSSSAG00000089926	NA	ENSSSAG00000089926_Ssal	NA
singleton	OG5v0015687.21	ENSSSAG00000120622	NA	ENSSSAG00000120622_Ssal	NA
singleton	OG5v0015688.21	ENSSSAG00000069483	NA	ENSSSAG00000069483_Ssal	NA
singleton	OG5v0015689.22	ENSSSAG00000079906	NA	ENSSSAG00000079906_Ssal	NA
singleton	OG5v0015690.21	ENSSSAG00000044498	NA	ENSSSAG00000044498_Ssal	NA
singleton	OG5v0015691.22	ENSSSAG00000093825	NA	ENSSSAG00000093825_Ssal	NA
singleton	OG5v0015692.21	ENSSSAG00000117461	NA	ENSSSAG00000117461_Ssal	NA
singleton	OG5v0015693.21	ENSSSAG00000106050	NA	ENSSSAG00000106050_Ssal	NA
singleton	OG5v0015694.21	ENSSSAG00000051297	NA	ENSSSAG00000051297_Ssal	NA
singleton	OG5v0015695.24	ENSSSAG00000113226	NA	ENSSSAG00000113226_Ssal	NA
singleton	OG5v0015696.25	ENSSSAG00000080364	NA	ENSSSAG00000080364_Ssal	NA
singleton	OG5v0015697.21	ENSSSAG00000076253	NA	ENSSSAG00000076253_Ssal	NA
singleton	OG5v0015698.22	ENSSSAG00000079501	NA	ENSSSAG00000079501_Ssal	NA
singleton	OG5v0015699.21	ENSSSAG00000063178	NA	ENSSSAG00000063178_Ssal	NA
singleton	OG5v0015700.21	ENSSSAG00000067116	NA	ENSSSAG00000067116_Ssal	NA
singleton	OG5v0015701.21	ENSSSAG00000009036	NA	ENSSSAG00000009036_Ssal	NA
singleton	OG5v0015702.21	ENSSSAG00000053554	NA	ENSSSAG00000053554_Ssal	NA
singleton	OG5v0015703.21	ENSSSAG00000005398	NA	ENSSSAG00000005398_Ssal	NA
singleton	OG5v0015704.21	ENSSSAG00000080263	NA	ENSSSAG00000080263_Ssal	NA
singleton	OG5v0015705.21	ENSSSAG00000087291	NA	ENSSSAG00000087291_Ssal	NA
singleton	OG5v0015706.22	ENSSSAG00000096742	NA	ENSSSAG00000096742_Ssal	NA
singleton	OG5v0015707.22	ENSSSAG00000001756	NA	ENSSSAG00000001756_Ssal	NA
singleton	OG5v0015708.21	ENSSSAG00000065149	NA	ENSSSAG00000065149_Ssal	NA
singleton	OG5v0015709.21	ENSSSAG00000042620	NA	ENSSSAG00000042620_Ssal	NA
singleton	OG5v0015710.24	ENSSSAG00000048517	NA	ENSSSAG00000048517_Ssal	NA
singleton	OG5v0015711.21	ENSSSAG00000061383	NA	ENSSSAG00000061383_Ssal	NA
singleton	OG5v0015712.21	ENSSSAG00000074606	NA	ENSSSAG00000074606_Ssal	NA
singleton	OG5v0015714.21	ENSSSAG00000069098	NA	ENSSSAG00000069098_Ssal	NA
singleton	OG5v0015715.21	ENSSSAG00000005833	NA	ENSSSAG00000005833_Ssal	NA
singleton	OG5v0015716.21	ENSSSAG00000012916	NA	ENSSSAG00000012916_Ssal	NA
singleton	OG5v0015717.21	ENSSSAG00000106164	NA	ENSSSAG00000106164_Ssal	NA
singleton	OG5v0015718.21	ENSSSAG00000057868	NA	ENSSSAG00000057868_Ssal	NA
singleton	OG5v0015719.21	ENSSSAG00000118739	NA	ENSSSAG00000118739_Ssal	NA
singleton	OG5v0015720.21	ENSSSAG00000063895	NA	ENSSSAG00000063895_Ssal	NA
singleton	OG5v0015721.21	ENSSSAG00000078307	NA	ENSSSAG00000078307_Ssal	NA
singleton	OG5v0015722.25	ENSSSAG00000077014	NA	ENSSSAG00000077014_Ssal	NA
singleton	OG5v0015723.21	ENSSSAG00000040715	NA	ENSSSAG00000040715_Ssal	NA
singleton	OG5v0015724.24	ENSSSAG00000095617	NA	ENSSSAG00000095617_Ssal	NA
singleton	OG5v0015725.21	ENSSSAG00000057691	NA	ENSSSAG00000057691_Ssal	NA
singleton	OG5v0015726.20	ENSSSAG00000097047	NA	ENSSSAG00000097047_Ssal	NA
singleton	OG5v0015729.21	ENSSSAG00000115641	NA	ENSSSAG00000115641_Ssal	NA
singleton	OG5v0015730.21	ENSSSAG00000072292	NA	ENSSSAG00000072292_Ssal	NA
singleton	OG5v0015731.21	ENSSSAG00000102364	NA	ENSSSAG00000102364_Ssal	NA
singleton	OG5v0015732.23	ENSSSAG00000060439	NA	ENSSSAG00000060439_Ssal	NA
singleton	OG5v0015733.21	ENSSSAG00000044282	NA	ENSSSAG00000044282_Ssal	NA
singleton	OG5v0015734.21	ENSSSAG00000060590	NA	ENSSSAG00000060590_Ssal	NA
singleton	OG5v0015735.21	ENSSSAG00000088203	NA	ENSSSAG00000088203_Ssal	NA
singleton	OG5v0015736.21	ENSSSAG00000099299	NA	ENSSSAG00000099299_Ssal	NA
singleton	OG5v0015737.20	ENSSSAG00000079573	NA	ENSSSAG00000079573_Ssal	NA
singleton	OG5v0015738.21	ENSSSAG00000043706	NA	ENSSSAG00000043706_Ssal	NA
singleton	OG5v0015740.21	ENSSSAG00000108834	NA	ENSSSAG00000108834_Ssal	NA
singleton	OG5v0015741.21	ENSSSAG00000005877	NA	ENSSSAG00000005877_Ssal	NA
singleton	OG5v0015743.21	ENSSSAG00000079158	NA	ENSSSAG00000079158_Ssal	NA
singleton	OG5v0015744.21	ENSSSAG00000074820	NA	ENSSSAG00000074820_Ssal	NA
singleton	OG5v0015745.21	ENSSSAG00000070566	NA	ENSSSAG00000070566_Ssal	NA
singleton	OG5v0015746.21	ENSSSAG00000057565	NA	ENSSSAG00000057565_Ssal	NA
singleton	OG5v0015747.19	ENSSSAG00000101433	NA	ENSSSAG00000101433_Ssal	NA
singleton	OG5v0015747.25	ENSSSAG00000073589	NA	ENSSSAG00000073589_Ssal	NA
singleton	OG5v0015748.20	ENSSSAG00000066980	NA	ENSSSAG00000066980_Ssal	NA
singleton	OG5v0015751.21	ENSSSAG00000055322	NA	ENSSSAG00000055322_Ssal	NA
singleton	OG5v0015753.21	ENSSSAG00000054279	NA	ENSSSAG00000054279_Ssal	NA
singleton	OG5v0015754.21	ENSSSAG00000041890	NA	ENSSSAG00000041890_Ssal	NA
singleton	OG5v0015755.24	ENSSSAG00000110404	NA	ENSSSAG00000110404_Ssal	NA
singleton	OG5v0015756.21	ENSSSAG00000044488	NA	ENSSSAG00000044488_Ssal	NA
singleton	OG5v0015757.21	ENSSSAG00000095425	NA	ENSSSAG00000095425_Ssal	NA
singleton	OG5v0015759.21	ENSSSAG00000064598	NA	ENSSSAG00000064598_Ssal	NA
singleton	OG5v0015760.21	ENSSSAG00000066308	NA	ENSSSAG00000066308_Ssal	NA
singleton	OG5v0015761.21	ENSSSAG00000080621	NA	ENSSSAG00000080621_Ssal	NA
singleton	OG5v0015763.21	ENSSSAG00000089945	NA	ENSSSAG00000089945_Ssal	NA
singleton	OG5v0015764.21	ENSSSAG00000056816	NA	ENSSSAG00000056816_Ssal	NA
singleton	OG5v0015765.21	ENSSSAG00000097066	NA	ENSSSAG00000097066_Ssal	NA
singleton	OG5v0015766.21	ENSSSAG00000001958	NA	ENSSSAG00000001958_Ssal	NA
singleton	OG5v0015767.21	ENSSSAG00000079943	NA	ENSSSAG00000079943_Ssal	NA
singleton	OG5v0015768.21	ENSSSAG00000085958	NA	ENSSSAG00000085958_Ssal	NA
singleton	OG5v0015769.21	ENSSSAG00000009955	NA	ENSSSAG00000009955_Ssal	NA
singleton	OG5v0015770.21	ENSSSAG00000100993	NA	ENSSSAG00000100993_Ssal	NA
singleton	OG5v0015771.21	ENSSSAG00000067441	NA	ENSSSAG00000067441_Ssal	NA
singleton	OG5v0015772.21	ENSSSAG00000005242	NA	ENSSSAG00000005242_Ssal	NA
singleton	OG5v0015773.21	ENSSSAG00000009596	NA	ENSSSAG00000009596_Ssal	NA
singleton	OG5v0015774.21	ENSSSAG00000065783	NA	ENSSSAG00000065783_Ssal	NA
singleton	OG5v0015776.21	ENSSSAG00000080132	NA	ENSSSAG00000080132_Ssal	NA
singleton	OG5v0015777.21	ENSSSAG00000080170	NA	ENSSSAG00000080170_Ssal	NA
singleton	OG5v0015778.21	ENSSSAG00000109288	NA	ENSSSAG00000109288_Ssal	NA
singleton	OG5v0015779.22	ENSSSAG00000007353	NA	ENSSSAG00000007353_Ssal	NA
singleton	OG5v0015780.21	ENSSSAG00000072100	NA	ENSSSAG00000072100_Ssal	NA
singleton	OG5v0015781.20	ENSSSAG00000044830	NA	ENSSSAG00000044830_Ssal	NA
singleton	OG5v0015781.26	ENSSSAG00000044054	NA	ENSSSAG00000044054_Ssal	NA
singleton	OG5v0015782.21	ENSSSAG00000028772	NA	ENSSSAG00000028772_Ssal	NA
singleton	OG5v0015783.20	ENSSSAG00000102403	NA	ENSSSAG00000102403_Ssal	NA
singleton	OG5v0015784.21	ENSSSAG00000117120	NA	ENSSSAG00000117120_Ssal	NA
singleton	OG5v0015785.21	ENSSSAG00000012504	NA	ENSSSAG00000012504_Ssal	NA
singleton	OG5v0015786.21	ENSSSAG00000046594	NA	ENSSSAG00000046594_Ssal	NA
singleton	OG5v0015787.24	ENSSSAG00000002920	NA	ENSSSAG00000002920_Ssal	NA
singleton	OG5v0015788.21	ENSSSAG00000046969	NA	ENSSSAG00000046969_Ssal	NA
singleton	OG5v0015789.21	ENSSSAG00000038615	NA	ENSSSAG00000038615_Ssal	NA
singleton	OG5v0015790.21	ENSSSAG00000009549	NA	ENSSSAG00000009549_Ssal	NA
singleton	OG5v0015791.21	ENSSSAG00000070890	NA	ENSSSAG00000070890_Ssal	NA
singleton	OG5v0015792.21	ENSSSAG00000054803	NA	ENSSSAG00000054803_Ssal	NA
singleton	OG5v0015793.21	ENSSSAG00000078173	NA	ENSSSAG00000078173_Ssal	NA
singleton	OG5v0015794.21	ENSSSAG00000009479	NA	ENSSSAG00000009479_Ssal	NA
singleton	OG5v0015796.21	ENSSSAG00000044667	NA	ENSSSAG00000044667_Ssal	NA
singleton	OG5v0015797.21	ENSSSAG00000047059	NA	ENSSSAG00000047059_Ssal	NA
singleton	OG5v0015799.20	ENSSSAG00000092718	NA	ENSSSAG00000092718_Ssal	NA
singleton	OG5v0015800.21	ENSSSAG00000087430	NA	ENSSSAG00000087430_Ssal	NA
singleton	OG5v0015802.21	ENSSSAG00000051246	NA	ENSSSAG00000051246_Ssal	NA
singleton	OG5v0015803.21	ENSSSAG00000080463	NA	ENSSSAG00000080463_Ssal	NA
singleton	OG5v0015804.21	ENSSSAG00000105845	NA	ENSSSAG00000105845_Ssal	NA
singleton	OG5v0015805.21	ENSSSAG00000119995	NA	ENSSSAG00000119995_Ssal	NA
singleton	OG5v0015806.21	ENSSSAG00000079033	NA	ENSSSAG00000079033_Ssal	NA
singleton	OG5v0015807.21	ENSSSAG00000041172	NA	ENSSSAG00000041172_Ssal	NA
singleton	OG5v0015808.21	ENSSSAG00000030560	NA	ENSSSAG00000030560_Ssal	NA
singleton	OG5v0015809.20	ENSSSAG00000095000	NA	ENSSSAG00000095000_Ssal	NA
singleton	OG5v0015809.26	ENSSSAG00000105934	NA	ENSSSAG00000105934_Ssal	NA
singleton	OG5v0015810.21	ENSSSAG00000040164	NA	ENSSSAG00000040164_Ssal	NA
singleton	OG5v0015811.19	ENSSSAG00000120002	NA	ENSSSAG00000120002_Ssal	NA
singleton	OG5v0015812.21	ENSSSAG00000091159	NA	ENSSSAG00000091159_Ssal	NA
singleton	OG5v0015813.21	ENSSSAG00000066776	NA	ENSSSAG00000066776_Ssal	NA
singleton	OG5v0015814.21	ENSSSAG00000007765	NA	ENSSSAG00000007765_Ssal	NA
singleton	OG5v0015816.21	ENSSSAG00000040776	NA	ENSSSAG00000040776_Ssal	NA
singleton	OG5v0015817.24	ENSSSAG00000051507	NA	ENSSSAG00000051507_Ssal	NA
singleton	OG5v0015818.21	ENSSSAG00000001158	NA	ENSSSAG00000001158_Ssal	NA
singleton	OG5v0015819.19	ENSSSAG00000051461	NA	ENSSSAG00000051461_Ssal	NA
singleton	OG5v0015820.21	ENSSSAG00000002374	NA	ENSSSAG00000002374_Ssal	NA
singleton	OG5v0015821.21	ENSSSAG00000106560	NA	ENSSSAG00000106560_Ssal	NA
singleton	OG5v0015822.21	ENSSSAG00000118536	NA	ENSSSAG00000118536_Ssal	NA
singleton	OG5v0015823.21	ENSSSAG00000009591	NA	ENSSSAG00000009591_Ssal	NA
singleton	OG5v0015824.21	ENSSSAG00000039503	NA	ENSSSAG00000039503_Ssal	NA
singleton	OG5v0015825.21	ENSSSAG00000095506	NA	ENSSSAG00000095506_Ssal	NA
singleton	OG5v0015826.21	ENSSSAG00000117441	NA	ENSSSAG00000117441_Ssal	NA
singleton	OG5v0015827.21	ENSSSAG00000114699	NA	ENSSSAG00000114699_Ssal	NA
singleton	OG5v0015828.21	ENSSSAG00000073999	NA	ENSSSAG00000073999_Ssal	NA
singleton	OG5v0015829.21	ENSSSAG00000039408	NA	ENSSSAG00000039408_Ssal	NA
singleton	OG5v0015831.21	ENSSSAG00000064315	NA	ENSSSAG00000064315_Ssal	NA
singleton	OG5v0015832.25	ENSSSAG00000074508	NA	ENSSSAG00000074508_Ssal	NA
singleton	OG5v0015833.21	ENSSSAG00000005674	NA	ENSSSAG00000005674_Ssal	NA
singleton	OG5v0015834.21	ENSSSAG00000066768	NA	ENSSSAG00000066768_Ssal	NA
singleton	OG5v0015835.21	ENSSSAG00000112309	NA	ENSSSAG00000112309_Ssal	NA
singleton	OG5v0015836.21	ENSSSAG00000094718	NA	ENSSSAG00000094718_Ssal	NA
singleton	OG5v0015837.21	ENSSSAG00000066179	NA	ENSSSAG00000066179_Ssal	NA
singleton	OG5v0015838.21	ENSSSAG00000041770	NA	ENSSSAG00000041770_Ssal	NA
singleton	OG5v0015839.18	ENSSSAG00000103336	NA	ENSSSAG00000103336_Ssal	NA
singleton	OG5v0015840.21	ENSSSAG00000088880	NA	ENSSSAG00000088880_Ssal	NA
singleton	OG5v0015841.21	ENSSSAG00000077311	NA	ENSSSAG00000077311_Ssal	NA
singleton	OG5v0015843.22	ENSSSAG00000103322	NA	ENSSSAG00000103322_Ssal	NA
singleton	OG5v0015844.21	ENSSSAG00000065943	NA	ENSSSAG00000065943_Ssal	NA
singleton	OG5v0015845.25	ENSSSAG00000040502	NA	ENSSSAG00000040502_Ssal	NA
singleton	OG5v0015846.21	ENSSSAG00000048680	NA	ENSSSAG00000048680_Ssal	NA
singleton	OG5v0015847.22	ENSSSAG00000092105	NA	ENSSSAG00000092105_Ssal	NA
singleton	OG5v0015848.22	ENSSSAG00000068636	NA	ENSSSAG00000068636_Ssal	NA
singleton	OG5v0015849.24	ENSSSAG00000080256	NA	ENSSSAG00000080256_Ssal	NA
singleton	OG5v0015850.21	ENSSSAG00000070331	NA	ENSSSAG00000070331_Ssal	NA
singleton	OG5v0015851.20	ENSSSAG00000006936	NA	ENSSSAG00000006936_Ssal	NA
singleton	OG5v0015852.20	ENSSSAG00000117856	NA	ENSSSAG00000117856_Ssal	NA
singleton	OG5v0015853.20	ENSSSAG00000075178	NA	ENSSSAG00000075178_Ssal	NA
singleton	OG5v0015854.18	ENSSSAG00000097795	NA	ENSSSAG00000097795_Ssal	NA
singleton	OG5v0015854.25	ENSSSAG00000054170	NA	ENSSSAG00000054170_Ssal	NA
singleton	OG5v0015855.19	ENSSSAG00000031864	NA	ENSSSAG00000031864_Ssal	NA
singleton	OG5v0015856.21	ENSSSAG00000067209	NA	ENSSSAG00000067209_Ssal	NA
singleton	OG5v0015857.18	ENSSSAG00000120651	NA	ENSSSAG00000120651_Ssal	NA
